"No","Title_en","OctetNo","Contents_en","Note_en","Status"
741.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","36-37","Year of end of overall time interval",,"Experimental"
742.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","38","Month of end of overall time interval",,"Experimental"
743.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","39","Day of end of overall time interval",,"Experimental"
744.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","40","Hour of end of overall time interval",,"Experimental"
745.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","41","Minute of end of overall time interval",,"Experimental"
746.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","42","Second of end of overall time interval",,"Experimental"
747.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","43","n - number of time range specifications describing the time intervals used to calculate the statistically processed field",,"Experimental"
748.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","44-47","Total number of data values missing in the statistical process",,"Experimental"
749.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"48-59   Specification of the outermost (or only) time range over which statistical processing is done",,"Experimental"
750.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","48","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Experimental"
751.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","49","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Experimental"
752.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","50","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Experimental"
753.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","51-54","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Experimental"
754.00,"Product definition template 4.10 - percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","55","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Experimental"
