"No","Title_en","OctetNo","Contents_en","Note_en","Status"
1077.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","56-59","Total number of data values missing in statistical process",,"Operational"
1078.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"60-71   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
1079.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","60","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
1080.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","61","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
1081.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","62","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Operational"
1082.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","63-66","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1083.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","67","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
1084.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","68-71","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)","Operational"
1085.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"72-nn   These octets are included only if n > 1, where nn = 59 + 12*n",,"Operational"
1086.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","72-83","As octets 60 to 71, next innermost step of processing",,"Operational"
1087.00,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","84-nn","Additional time range specifications, included in accordance with the value of n.  Contents as octets 60 to 71, repeated as necessary",,"Operational"
1088.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","10","Parameter category","(see Code table 4.1)","Operational"
1089.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","11","Parameter number","(see Code table 4.2)","Operational"
1090.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","12","Type of generating process","(see Code table 4.3)","Operational"
1091.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","13-14","Aerosol type","(see Code table 4.233)","Operational"
1092.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","15","Type of interval for first and second sizes","(see Code table 4.91)","Operational"
1093.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","16","Scale factor of first size",,"Operational"
1094.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","17-20","Scaled value of first size in metres",,"Operational"
1095.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","21","Scale factor of second size",,"Operational"
1096.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","22-25","Scaled value of second size in metres",,"Operational"
1097.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","26","Background generating process identifier (defined by originating centre)",,"Operational"
1098.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","27","Forecast generating process identifier (defined by originating centre)",,"Operational"
1099.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","28-29","Hours after reference time of data cut-off","(see Note 1)","Operational"
1100.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","30","Minutes after reference time of data cut-off",,"Operational"
1101.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","31","Indicator of unit of time range","(see Code table 4.4)","Operational"
1102.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","32-35","Forecast time in units defined by octet 31","(see Note 2)","Operational"
1103.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","36","Type of first fixed surface","(see Code table 4.5)","Operational"
1104.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","37","Scale factor of first fixed surface",,"Operational"
1105.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","38-41","Scaled value of first fixed surface",,"Operational"
1106.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","42","Type of second fixed surface","(see Code table 4.5)","Operational"
1107.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","43","Scale factor of second fixed surface",,"Operational"
1108.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","44-47","Scaled value of second fixed surface",,"Operational"
1109.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","48","Type of ensemble forecast","(see Code table 4.6)","Operational"
1110.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","49","Perturbation number",,"Operational"
1111.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","50","Number of forecasts in ensemble",,"Operational"
1112.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","51-52","Year of end of overall time interval",,"Operational"
1113.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","53","Month of end of overall time interval",,"Operational"
1114.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","54","Day of end of overall time interval",,"Operational"
1115.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","55","Hour of end of overall time interval",,"Operational"
1116.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","56","Minute of end of overall time interval",,"Operational"
1117.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","57","Second of end of overall time interval",,"Operational"
1118.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","58","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
1119.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","59-62","Total number of data values missing in statistical process",,"Operational"
1120.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"63-74   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
1121.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","63","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
1122.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","64","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
1123.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","65","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Operational"
1124.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","66-69","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1125.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","70","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
1126.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","71-74","Time increment between successive fields, in units defined by the previous octet","(see Note 3)","Operational"
1127.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"75-nn   These octets are included only if n > 1, where nn = 62 + 12*n",,"Operational"
1128.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","75-86","As octets 63 to 74, next innermost step of processing",,"Operational"
1129.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","87-nn","Additional time range specifications, included in accordance with the value of n. Contents as octets 63 to 74, repeated as necessary",,"Operational"
1177.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","10","Parameter category","(see Code table 4.1)","Operational"
1178.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","11","Parameter number","(see Code table 4.2)","Operational"
1179.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","12","Type of generating process","(see Code table 4.3)","Operational"
1180.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","13","Background generating process identifier (defined by originating centre)",,"Operational"
1181.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","14","Forecast generating process identifier (defined by originating centre)",,"Operational"
1182.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","15-16","Hours after reference time of data cut-off","(see Note 1)","Operational"
1183.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","17","Minutes after reference time of data cut-off",,"Operational"
1184.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
1185.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","19-22","Forecast time in units defined by octet 18",,"Operational"
1186.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","23","Type of first fixed surface","(see Code table 4.5)","Operational"
1187.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","24","Scale factor of first fixed surface",,"Operational"
1188.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","25-28","Scaled value of first fixed surface",,"Operational"
1189.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","29","Type of second fixed surface","(see Code table 4.5)","Operational"
1190.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","30","Scale factor of second fixed surface",,"Operational"
1191.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","31-34","Scaled value of second fixed surface",,"Operational"
1192.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","35","NC - number of categories",,"Operational"
1193.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time",,"Repeat the following 12 octets for each category (i = 1,NC)",,"Operational"
1194.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(36+12(i-1))","Code figure",,"Operational"
1195.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(37+12(i-1))","Type of interval for first and second limits","(see Code table 4.91)","Operational"
1196.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(38+12(i-1))","Scale factor of first limit",,"Operational"
1197.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(39+12(i-1))-(42+12(i-1))","Scaled value of first limit",,"Operational"
1198.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(43+12(i-1))","Scale factor of second limit",,"Operational"
1199.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(44+12(i-1))-(47+12(i-1))","Scaled value of second limit",,"Operational"
1200.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","10","Parameter category","(see Code table 4.1)","Operational"
1201.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","11","Parameter number","(see Code table 4.2)","Operational"
1202.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","12","Type of generating process","(see Code table 4.3)","Operational"
1203.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","13","Background generating process identifier (defined by originating centre)",,"Operational"
1204.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","14","Forecast generating process identifier (defined by originating centre)",,"Operational"
1205.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","15-16","Hours after reference time of data cut-off","(see Note 1)","Operational"
1206.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","17","Minutes after reference time of data cut-off",,"Operational"
1207.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
1208.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","19-22","Forecast time in units defined by octet 18","(see Note 2)","Operational"
1209.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","23","Type of first fixed surface","(see Code table 4.5)","Operational"
1210.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","24","Scale factor of first fixed surface",,"Operational"
1211.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","25-28","Scaled value of first fixed surface",,"Operational"
1212.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","29","Type of second fixed surface","(see Code table 4.5)","Operational"
1213.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","30","Scale factor of second fixed surface",,"Operational"
1214.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","31-34","Scaled value of second fixed surface",,"Operational"
1215.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","35","NC - number of categories",,"Operational"
1216.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"Repeat the following 12 octets for each category (i = 1,NC)",,"Operational"
1217.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(36+12(i-1))","Code figure",,"Operational"
1218.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(37+12(i-1))","Type of interval for first and second limits","(see Code table 4.91)","Operational"
1219.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(38+12(i-1))","Scale factor of first limit",,"Operational"
1220.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(39+12(i-1))-(42+12(i-1))","Scaled value of first limit",,"Operational"
1221.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(43+12(i-1))","Scale factor of second limit",,"Operational"
1222.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(44+12(i-1))-(47+12(i-1))","Scaled value of second limit",,"Operational"
1223.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(48+12(NC-1))-(49+12(NC-1))","Year of end of overall time interval",,"Operational"
1224.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(50+12(NC-1))","Month of end of overall time interval",,"Operational"
1225.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(51+12(NC-1))","Day of end of overall time interval",,"Operational"
1226.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(52+12(NC-1))","Hour of end of overall time interval",,"Operational"
1227.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(53+12(NC-1))","Minute of end of overall time interval",,"Operational"
1228.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(54+12(NC-1))","Second of end of overall time interval",,"Operational"
1229.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(55+12(NC-1))","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
1230.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(56+12(NC-1))-(59+12(NC-1))","Total number of data values missing in statistical process",,"Operational"
1231.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"60-71   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
1232.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(60+12(NC-1))","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
1233.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(61+12(NC-1))","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
1234.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(62+12(NC-1))","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Operational"
1235.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(63+12(NC-1))-(66+12(NC-1))","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1236.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(67+12(NC-1))","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
1237.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(68+12(NC-1))-(71+12(NC-1))","Time increment between successive fields, in units defined by the previous octet","(see Note 3)","Operational"
1238.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"72-nn   These octets are included only if n > 1, where nn = 72+12(n-1)+12(NC-1)",,"Operational"
1239.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(72+12(NC-1))-(83+12(NC-1))","As octets (60+12(NC-1)) to (71+12(NC-1)), next innermost step of processing",,"Operational"
1240.00,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(84+12(NC-1))-nn","Additional time range specifications, included in accordance with the value of n.  Contents as octets (60+12(NC -1)) to (71+12(NC -1)), repeated as necessary",,"Operational"
1241.00,"Product definition template 4.254 - CCITT IA5 character string","10","Parameter category","(see Code table 4.1)","Operational"
1242.00,"Product definition template 4.254 - CCITT IA5 character string","11","Parameter number","(see Code table 4.2)","Operational"
1243.00,"Product definition template 4.254 - CCITT IA5 character string","12-15","Number of characters",,"Operational"
1244.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","10","Parameter category","(see Code table 4.1)","Experimental"
1245.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","11","Parameter number","(see Code table 4.2)","Experimental"
1246.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","12","Type of generating process","(see Code table 4.3)","Experimental"
1247.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","13","Background generating process identifier (defined by originating centre)",,"Experimental"
1248.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","14","Analysis or forecast generating process identifier (defined by originating centre)",,"Experimental"
1249.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","15-16","Hours of observational data cut-off after reference time","(see Note)","Experimental"
1250.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","17","Minutes of observational data cut-off after reference time",,"Experimental"
1251.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","18","Indicator of unit of time range","(see Code table 4.4)","Experimental"
1252.00,"Product definition template 4.1000 - cross-section of analysis and forecast at a point in time","19-22","Forecast time in units defined by octet 18",,"Experimental"
1253.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","10","Parameter category","(see Code table 4.1)","Experimental"
1254.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","11","Parameter number","(see Code table 4.2)","Experimental"
1255.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","12","Type of generating process","(see Code table 4.3)","Experimental"
1256.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","13","Background generating process identifier (defined by originating centre)",,"Experimental"
1257.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","14","Analysis or forecast generating process identifier (defined by originating centre)",,"Experimental"
1258.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","15-16","Hours of observational data cut-off after reference time","(see Note 1)","Experimental"
1259.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","17","Minutes of observational data cut-off after reference time",,"Experimental"
1260.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","18","Indicator of unit of time range","(see Code table 4.4)","Experimental"
1261.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","19-22","Forecast time in units defined by octet 18",,"Experimental"
1262.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","23-26","Total number of data values missing in the statistical process",,"Experimental"
1263.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","27","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Experimental"
1264.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","28","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Experimental"
1265.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","29","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Experimental"
1266.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","30-33","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Experimental"
1267.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","34","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Experimental"
1268.00,"Product definition template 4.1001 - cross-section of averaged or otherwise statistically-processed analysis or forecast over a range of time","35-38","Time increment between successive fields, in units defined by the previous octet","(see Note 2)","Experimental"
1269.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","10","Parameter category","(see Code table 4.1)","Experimental"
1270.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","11","Parameter number","(see Code table 4.2)","Experimental"
1271.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","12","Type of generating process","(see Code table 4.3)","Experimental"
1272.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","13","Background generating process identifier (defined by originating centre)",,"Experimental"
1273.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","14","Analysis or forecast generating process identifier (defined by originating centre)",,"Experimental"
1274.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","15-16","Hours of observational data cut-off after reference time","(see Note)","Experimental"
1275.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","17","Minutes of observational data cut-off after reference time",,"Experimental"
1276.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","18","Indicator of unit of time range","(see Code table 4.4)","Experimental"
1277.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","19-22","Forecast time in units defined by octet 18",,"Experimental"
1278.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","23","Horizontal dimension processed","(see Code table 4.220)","Experimental"
1279.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","24","Treatment of missing data (e.g. below ground)","(see Code table 4.221)","Experimental"
1280.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","25","Type of statistical processing","(see Code table 4.10)","Experimental"
1281.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","26-29","Start of range",,"Experimental"
1282.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","30-33","End of range",,"Experimental"
