"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
828.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","1",,"Upper layer soil temperature","*","K","Deprecated"
829.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","2",,"Upper layer soil moisture","*","kg m-3","Deprecated"
830.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","3",,"Lower layer soil moisture","*","kg m-3","Deprecated"
831.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","4",,"Bottom layer soil temperature","*","K","Deprecated"
832.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","5",,"Liquid volumetric soil moisture (non-frozen)","**","Proportion","Deprecated"
833.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","6",,"Number of soil layers in root zone",,"Numeric","Operational"
834.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","7",,"Transpiration stress-onset (soil moisture)","**","Proportion","Deprecated"
835.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","8",,"Direct evaporation cease (soil moisture)","**","Proportion","Deprecated"
836.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","9",,"Soil porosity","**","Proportion","Deprecated"
837.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","10",,"Liquid volumetric soil moisture (non-frozen)",,"m3 m-3","Operational"
838.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","11",,"Volumetric transpiration stress-onset (soil moisture)",,"m3 m-3","Operational"
839.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","12",,"Transpiration stress-onset (soil moisture)",,"kg m-3","Operational"
840.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","13",,"Volumetric direct evaporation cease (soil moisture)",,"m3 m-3","Operational"
841.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","14",,"Direct evaporation cease (soil moisture)",,"kg m-3","Operational"
842.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","15",,"Soil porosity",,"m3 m-3","Operational"
843.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","16",,"Volumetric saturation of soil moisture",,"m3 m-3","Operational"
844.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","17",,"Saturation of soil moisture",,"kg m-3","Operational"
845.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","18",,"Soil temperature",,"K","Operational"
846.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","19",,"Soil moisture",,"kg m-3","Operational"
847.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","20",,"Column-integrated soil moisture",,"kg m-2","Operational"
848.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","21",,"Soil ice",,"kg m-3","Operational"
849.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","22",,"Column-integrated soil ice",,"kg m-2","Operational"
850.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","23-191",,"Reserved",,,"Operational"
851.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","192-254",,"Reserved for local use",,,"Operational"
852.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","255",,"Missing",,,"Operational"
853.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: Fire weather products","0",,"Fire outlook",,"Code table 4.224","Operational"
854.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: Fire weather products","1",,"Fire outlook due to dry thunderstorm",,"Code table 4.224","Operational"
855.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: Fire weather products","2",,"Haines Index",,"Numeric","Operational"
856.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: Fire weather products","3",,"Fire burned area",,"%","Operational"
857.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: Fire weather products","4-191",,"Reserved",,,"Operational"
858.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: Fire weather products","192-254",,"Reserved for local use",,,"Operational"
