"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
557.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","12",,"Relative vorticity",,"/s","Operational"
558.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","13",,"Relative divergence",,"/s","Operational"
559.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","14",,"Potential vorticity",,"K m2 kg-1 s-1","Operational"
560.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","15",,"Vertical u-component shear",,"/s","Operational"
561.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","16",,"Vertical v-component shear",,"/s","Operational"
562.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","17",,"Momentum flux, u-component",,"N m-2","Operational"
563.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","18",,"Momentum flux, v-component",,"N m-2","Operational"
564.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","19",,"Wind mixing energy",,"J","Operational"
565.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","20",,"Boundary layer dissipation",,"W m-2","Operational"
566.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","21",,"Maximum wind speed","*","m/s","Deprecated"
567.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","22",,"Wind speed (gust)",,"m/s","Operational"
568.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","23",,"u-component of wind (gust)",,"m/s","Operational"
569.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","24",,"v-component of wind (gust)",,"m/s","Operational"
570.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","25",,"Vertical speed shear",,"/s","Operational"
571.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","26",,"Horizontal momentum flux",,"N m-2","Operational"
572.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","27",,"u-component storm motion",,"m/s","Operational"
573.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","28",,"v-component storm motion",,"m/s","Operational"
574.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","29",,"Drag coefficient",,"Numeric","Operational"
575.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","30",,"Frictional velocity",,"m/s","Operational"
576.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","31",,"Turbulent diffusion coefficient for momentum",,"m2/s","Operational"
577.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","32",,"Eta coordinate vertical velocity",,"/s","Operational"
578.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","33",,"Wind fetch",,"m","Operational"
579.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","34",,"Normal wind component","**","m/s","Operational"
580.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","35",,"Tangential wind component","**","m/s","Operational"
581.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","36",,"Amplitude function for Rossby wave envelope for meridional wind","***","m/s","Operational"
582.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","37",,"Northward turbulent surface stress","****","N m-2 s","Operational"
583.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","38",,"Eastward turbulent surface stress","****","N m-2 s","Operational"
584.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","39",,"Eastward wind tendency due to parameterization",,"m s-2","Operational"
585.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","40",,"Northward wind tendency due to parameterization",,"m s-2","Operational"
586.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","41",,"u-component of geostrophic wind",,"m s-1","Operational"
587.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","42",,"v-component of geostrophic wind",,"m s-1","Operational"
588.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","43",,"Geostrophic wind direction",,"degree true","Operational"
